,loss,acc
136,0.5552054479699697,0.7293167702307612
137,0.5619519942443564,0.7349068323425625
138,0.5451338685965686,0.7388819876220656
139,0.5509844826763461,0.7377639751404709
140,0.5506068629655779,0.7361490683674072
141,0.5534620728848143,0.7371428570984313
142,0.5483212827895739,0.7371428571724744
143,0.5633210278445889,0.7366459627773451
144,0.5383513786333688,0.7442236025288979
145,0.5537192780038585,0.7419875776101343
146,0.5381265307657467,0.7422360248002947
147,0.5297307105242095,0.7465838509612942
148,0.537032429742517,0.7432298136201705
149,0.5373084542099733,0.7434782608991825
