,loss,acc
0,1.5951343369335862,0.20186335404096922
1,1.5704332822302114,0.37118012422360247
2,1.5347435868304709,0.37080745344576627
3,1.4774494166699996,0.3997515528394569
4,1.4112518146467505,0.41329192549545574
5,1.3566227017278256,0.4160248447204969
6,1.3174332016003059,0.4294409937888199
7,1.288968455125086,0.42695652176134335
8,1.267548318501585,0.435403726719181
9,1.2506611705270614,0.4504347826086956
10,1.2364935733368678,0.4578881987725726
11,1.2249181503094502,0.4684472049393269
12,1.2141041904354688,0.47055900621858443
13,1.2052442297135821,0.4760248447427098
14,1.1967284630248265,0.47428571427090566
15,1.1891486257944048,0.4836024844868583
16,1.182073217060255,0.49167701864094465
17,1.175421022480319,0.48745341617128124
18,1.1692385049784406,0.4901863354037267
19,1.1634110893818161,0.49366459628810055
20,1.157913793836321,0.49043478266793006
21,1.152528193781835,0.5039751552943117
22,1.147420131730737,0.49863354034305357
23,1.1422981132779804,0.5045962733363513
24,1.1377207545760255,0.5017391304569955
25,1.1328398282483498,0.5059627329488718
26,1.1282195806799469,0.5007453416297154
27,1.1245173226528287,0.5103105590210197
28,1.1201696933722645,0.5089440994010949
29,1.1161584901809691,0.5125465838657403
30,1.1118184349107447,0.5113043478260869
31,1.107676078399516,0.5132919254732428
32,1.1041725185643072,0.5109316770186335
33,1.0997158244826037,0.5106832297988559
34,1.0949366624014718,0.5163975155871847
35,1.0913530113682244,0.515776397515528
36,1.086534497871162,0.5177639751626838
37,1.082169750788197,0.5221118013014705
38,1.077997486250741,0.5232298136868092
39,1.07208750357539,0.5268322981514546
40,1.0669351414567936,0.5315527950162473
41,1.061502471947522,0.5306832298284732
42,1.0552586113592113,0.5331677018781626
43,1.0489824023750258,0.5377639751626838
44,1.0414504183153188,0.5477018634132717
45,1.0339822694529657,0.5479503105812191
46,1.026056380449615,0.5586335403800751
47,1.015191380400095,0.5611180124223603
48,1.0042045088880551,0.5721739130582869
49,0.9947509495812173,0.5715527950310559
50,0.9825314271820258,0.5795031055604449
51,0.9682917084901229,0.5896894410011931
52,0.9565343770033085,0.592670807497842
53,0.9421620600564139,0.5970186335255641
54,0.9283877721336318,0.6013664596125206
55,0.9140541676408755,0.6115527950014387
56,0.8989992499647673,0.611304347826087
57,0.8835000687948665,0.622360248447205
58,0.8683899658807316,0.626583850931677
59,0.8555967709736795,0.6340372670881497
60,0.8416928704332861,0.6368944099230796
61,0.8266065300917773,0.6450931677462892
62,0.8145820251607007,0.648322981351651
63,0.8022727529750847,0.6526708074830334
64,0.790544746470007,0.6618633540076498
65,0.7783478063826235,0.6634782608843738
66,0.7669971519967784,0.6647204969388357
67,0.7602884497849838,0.6672049689292908
68,0.7520080590988538,0.6708074533865318
69,0.7414589204847443,0.6732919254510299
70,0.734105544090271,0.6744099378585815
71,0.7298244610336256,0.6744099379474332
72,0.7218407364957822,0.677888198757764
73,0.7159046495182914,0.6803726708518792
74,0.7055099374166927,0.6804968944543637
75,0.7031699395920179,0.6807453415556725
76,0.6901102293648335,0.6879503106182406
77,0.6943997955618437,0.6812422360544619
78,0.6882135413004005,0.6873291925021581
79,0.6834598882894338,0.6910559006803525
80,0.6888250694808012,0.6823602484768222
81,0.6787953064308403,0.6854658384945082
82,0.6749887003069338,0.6881987577935924
83,0.6676356016034666,0.690931677077868
84,0.6667241591992585,0.6930434782682738
85,0.6677738902435539,0.6916770186927748
86,0.6632244270336554,0.6939130435226867
87,0.6566512361520566,0.6932919255102643
88,0.6508443376588525,0.6957763974859107
89,0.6481234667019814,0.7014906832298137
90,0.6460173691725879,0.699254658355476
91,0.6468524823277634,0.6976397516120295
92,0.639441113501602,0.7060869565661649
93,0.6385077945341975,0.7011180124519775
94,0.6392070930492804,0.6983850932121277
95,0.6427229358987038,0.7021118012274274
96,0.6309040912634097,0.7055900621562271
97,0.63412002154759,0.7121739130730955
98,0.6239726054298211,0.7067080745637787
99,0.6308889066210445,0.7042236024400462
100,0.619914591327217,0.7053416148920237
101,0.6248547330924443,0.7101863353593009
102,0.6148866231545158,0.7063354036822822
103,0.611159477263504,0.7115527950162472
104,0.6120497713251883,0.7136645962288661
105,0.6138470798545743,0.7098136645518475
106,0.6152706311134077,0.7100621118308594
107,0.5988942248924919,0.717267080804576
108,0.603688632294258,0.71627329188104
109,0.5972409425759168,0.719006211150507
110,0.6006620101528879,0.7188819875480226
111,0.5969977851832136,0.7171428570984313
112,0.5902264983017252,0.7175155279947364
113,0.5941959408795612,0.7165217391008176
114,0.590506241499267,0.7171428572020916
115,0.5921134412214623,0.7192546584147104
116,0.5877365910192454,0.7221118013014705
117,0.5913548434521101,0.7191304347974173
118,0.5781763052940369,0.7280745342059165
119,0.5682513028050061,0.732670807423799
120,0.5828824644059127,0.7278260869269045
121,0.5750755596531104,0.732049689470611
122,0.5695421346226094,0.731801242191599
123,0.5882010746446455,0.7231055900176859
124,0.5715744907959648,0.7300621118604766
125,0.5734159983315082,0.7244720497042496
126,0.5723631373103361,0.7284472049689441
127,0.5688381993104212,0.7309316769593991
128,0.5642165544758673,0.7327950310855178
129,0.5681304865298064,0.7248447204672772
130,0.5652961823066569,0.734161490638804
131,0.5683910276282648,0.7291925465542337
132,0.5599618679099941,0.7407453416445241
133,0.5565018475277824,0.7336645962288662
134,0.5607001316769523,0.7335403726263816
135,0.5479712118865541,0.737267080730533
